0.000000000000000000e+00,1.872844148327956475e+02,1.087713310260370605e+02,1.029749565887400138e+02,1.637325086309642757e+02,1.355839544484325643e+02,1.225956143898110895e+02,8.263296407221176310e+01,9.364458462169422148e+01,8.789586025633947486e+01,1.112670996023257146e+02,1.178034414277523467e+02,9.185647530040934328e+01,9.174034853019198010e+01,1.054270108163586599e+02,1.309349652379253541e+02,1.492451694666380320e+02,2.628345118141966736e+02,1.407157207266550358e+02,1.457361504837426480e+02,1.103495243965731021e+02,1.102750422875123775e+02,1.320923638490980352e+02,8.509412550067595760e+01,1.368166893650807197e+02,9.700653500567985077e+01,1.132324999676936272e+02,1.172458527591214050e+02,1.663137329273238549e+02,1.414316089789212185e+02,1.599031286620378012e+02,1.164291449947737505e+02,9.565420560748881940e+01,1.441923810207791519e+02,1.263006044910757453e+02,9.846692417938402286e+01,1.279833110814605419e+02,1.413537016177239707e+02,1.004086200129816291e+02,1.305868370942704075e+02,2.343986204869377730e+02,9.120737818595297597e+01,8.685625471449606039e+01,8.867323097463675197e+01,1.554480015286523837e+02,1.496446892498784393e+02,1.115088078235156388e+02,1.037811997578318000e+02,1.378935433233848755e+02,8.641026909874921103e+01,1.097101317799942848e+02,1.376401719722616122e+02,9.539701330830075676e+01,1.326831705243959050e+02,1.337345772065972369e+02,9.759446552622351589e+01,8.641763349349915302e+01,1.206066383498609724e+02
1.872844148327956475e+02,0.000000000000000000e+00,1.546140988649714245e+02,1.785369143640542973e+02,1.782865417803891717e+02,1.320777262461338921e+02,1.318393473426986304e+02,1.826537166632809601e+02,1.696617593508622690e+02,1.684278275275853503e+02,1.702547075190550459e+02,1.552575475401183667e+02,1.892845179531639417e+02,1.924819287422081970e+02,1.789028340228575189e+02,1.808963588507040470e+02,1.577750717494829757e+02,1.785641668460321796e+02,1.646347062745430776e+02,1.246639786813354078e+02,1.447537415451007803e+02,1.672136379319246373e+02,1.348008711495223793e+02,1.898714436533357741e+02,1.650341024465101327e+02,1.544393959484555694e+02,1.456434829975761716e+02,2.054085470975713577e+02,1.458044473364732312e+02,1.794926597067592979e+02,1.112597049915673324e+02,1.721611675643614774e+02,1.883508177626794691e+02,1.774151475366119257e+02,1.463613182163453530e+02,1.520762394622718432e+02,1.574867449442466807e+02,1.524651000992651007e+02,1.656163050881275183e+02,1.335140786718309016e+02,2.000365614147644919e+02,1.768201774425085944e+02,1.863895829522737984e+02,1.812697827567075706e+02,1.458296652405435623e+02,1.152089976736290566e+02,1.472820948778297350e+02,1.609271820306338441e+02,1.135877976364512847e+02,1.829057253976582160e+02,1.948674836424397085e+02,1.685351103351393931e+02,1.722721215972443929e+02,1.199661144905149825e+02,1.544619004484552249e+02,1.723117218105053894e+02,1.916139802544909401e+02,1.814225450675098443e+02
1.087713310260370605e+02,1.546140988649714245e+02,0.000000000000000000e+00,1.150134875365468048e+02,1.412734763198325254e+02,1.161576684750355071e+02,1.029569379998874155e+02,1.020541694769221550e+02,1.040905862641428286e+02,1.006764725975882726e+02,1.207054478385906009e+02,1.064264501664717102e+02,1.152499763499373557e+02,9.942453369359307658e+01,1.214090746845920137e+02,1.332838863502240372e+02,1.285604723261037350e+02,2.439729956144686298e+02,1.161739074537044445e+02,1.319375558343758712e+02,1.013688594202408524e+02,1.067231780577108822e+02,1.125242865766838207e+02,1.121906664322435034e+02,1.306841152773115766e+02,1.039431818181253107e+02,1.108462164258319120e+02,1.358205213903100912e+02,1.353519385025955444e+02,1.355060166007264684e+02,1.377012118070410054e+02,1.036674964952733120e+02,1.078824631594306283e+02,1.248550571877911892e+02,1.096139674531198551e+02,1.026712898279399582e+02,1.215612532395977325e+02,1.213969871561246379e+02,1.073996178664996961e+02,1.133076045992105350e+02,2.047167860810555169e+02,1.068029139069547711e+02,1.016815183511845362e+02,1.062432392030625010e+02,1.325090591391963528e+02,1.269002639460169206e+02,1.032768915124593008e+02,9.628017980098512396e+01,1.211961311018091294e+02,1.015071943412927595e+02,1.503228609624895569e+02,1.312755459039028381e+02,9.614338235288710166e+01,1.140117576954165628e+02,1.080795201920880686e+02,1.050832219250773107e+02,1.078111631015460290e+02,1.290649988275625049e+02
1.029749565887400138e+02,1.785369143640542973e+02,1.150134875365468048e+02,0.000000000000000000e+00,1.656666666666592675e+02,1.426866906987110326e+02,1.381610983327785789e+02,9.862240062372924854e+01,1.117769963196045069e+02,1.016770207080608657e+02,1.108433965497414988e+02,1.270198788227559277e+02,1.006740316413771694e+02,1.062875712445119518e+02,8.867483342982873751e+01,1.161570052032525382e+02,1.407688710754628119e+02,2.567372277110767413e+02,1.535593781022675728e+02,1.563256835533173614e+02,1.354491496104587043e+02,1.246000583081341375e+02,1.303669887545953259e+02,9.117131013248919658e+01,1.514778080129023863e+02,1.102055842969177348e+02,1.323368732794195068e+02,1.036044200700698070e+02,1.641580603274346970e+02,1.561077253003490455e+02,1.510952453966809514e+02,1.127344986094852004e+02,1.025955903796888435e+02,1.485701807892370994e+02,1.492984958190859004e+02,1.242290140659783191e+02,1.382378767325315323e+02,1.335390781562971370e+02,1.017757256254232345e+02,1.230568211252573434e+02,2.157117853416300761e+02,1.155947042765772181e+02,9.695118067742984636e+01,1.068447859225320400e+02,1.536601005576675902e+02,1.568709645218891353e+02,1.251312755815751245e+02,1.216840855551619995e+02,1.492932862048870959e+02,9.959755480576853870e+01,1.054477424099355147e+02,1.523644582851090092e+02,1.059571750452611525e+02,1.300143620574199304e+02,1.482705569444372884e+02,9.835529526072794226e+01,9.626659825889039723e+01,1.301250864516439663e+02
1.637325086309642757e+02,1.782865417803891717e+02,1.412734763198325254e+02,1.656666666666592675e+02,0.000000000000000000e+00,1.501533263390333275e+02,1.515385306094590874e+02,1.528126316028815381e+02,1.535641393117052758e+02,1.582862391449310735e+02,1.472064481720691447e+02,1.226735833380762557e+02,1.622735662691555376e+02,1.653090901705415376e+02,1.541726005297294648e+02,1.622902884922539215e+02,1.290093520373801255e+02,2.425930613797685851e+02,1.471221919343765592e+02,1.844733748597471390e+02,1.326141057922205562e+02,1.314810695799385485e+02,1.343963020464801446e+02,1.611363782304091785e+02,1.398603724729181295e+02,1.465432221394658541e+02,1.646152057200843331e+02,1.858467514351345642e+02,1.308700239159175567e+02,1.265568158019062821e+02,1.399642072875073211e+02,1.326486565711660717e+02,1.727497616505679048e+02,1.439732205250145398e+02,1.402195949688221219e+02,1.303656746994233515e+02,1.260903961906852260e+02,1.172077488309720223e+02,1.538845813080919811e+02,1.455617842130171482e+02,1.930448241190614738e+02,1.521166612097064785e+02,1.557898061408346280e+02,1.451853723022163933e+02,1.384004355835766376e+02,1.435524792078977612e+02,1.619948235930459077e+02,1.414911792219732831e+02,1.350942946144024859e+02,1.560105568599052788e+02,1.816215954636658694e+02,1.345297752203431685e+02,1.517809388831143735e+02,1.438186372745318806e+02,1.331634276356480768e+02,1.683156174202337638e+02,1.558646598008863293e+02,1.937469900343084817e+02
1.355839544484325643e+02,1.320777262461338921e+02,1.161576684750355071e+02,1.426866906987110326e+02,1.501533263390333275e+02,0.000000000000000000e+00,1.074078532304359328e+02,1.347250583917114000e+02,1.303163397432763588e+02,1.288802593508700909e+02,1.341241732913989892e+02,1.092856442418759713e+02,1.457270131724922919e+02,1.376331328544113433e+02,1.468280701190030584e+02,1.320351106959987817e+02,1.439258142577978106e+02,2.212558064118782397e+02,1.242139608641312662e+02,1.330308793033906056e+02,1.148826418204993871e+02,1.270684017350294255e+02,1.212459313710834863e+02,1.409000985854561634e+02,1.261203768986628120e+02,1.075989437520968721e+02,1.097183850516856722e+02,1.742391676436129728e+02,1.298314763069239177e+02,1.357298682098815448e+02,1.166333945037247446e+02,1.220375781972484077e+02,1.389625252756079021e+02,1.381554351990809266e+02,1.099029304010797716e+02,1.013750204294184272e+02,1.153448007419895021e+02,1.310648183253470620e+02,1.327033700366833955e+02,1.212177615331414273e+02,1.996879809440507927e+02,1.228372702806253898e+02,1.384174802934920763e+02,1.254119182600539091e+02,1.334036417850530256e+02,9.893063376919364771e+01,1.002509899363527808e+02,1.173520186853160538e+02,1.107259003072450696e+02,1.358623055584563133e+02,1.554580927852983621e+02,1.323228991325490256e+02,1.250037158370077464e+02,1.055492576744981505e+02,1.181321612582685390e+02,1.346972096873796261e+02,1.419396209935186164e+02,1.459954788622288220e+02
1.225956143898110895e+02,1.318393473426986304e+02,1.029569379998874155e+02,1.381610983327785789e+02,1.515385306094590874e+02,1.074078532304359328e+02,0.000000000000000000e+00,1.274256066005462174e+02,1.129517261208315944e+02,1.044462450757915946e+02,1.201199155494823430e+02,1.086294138092140855e+02,1.293814030975572678e+02,1.261399539377364789e+02,1.335852103012589112e+02,1.417297661109151079e+02,1.413116770815011591e+02,2.225951303389299483e+02,1.159026712575474960e+02,1.199629907662096286e+02,1.080882767569085274e+02,1.120486370632872735e+02,1.011769880453091588e+02,1.316136908759463893e+02,1.339585311234500580e+02,1.033237105529695441e+02,1.022580867189021205e+02,1.517101493842616549e+02,1.389386849373227903e+02,1.341150162964554511e+02,1.229971483719399572e+02,1.197054620237714033e+02,1.314731358847683964e+02,1.254170495651572423e+02,9.539874917456742764e+01,9.982852694942903327e+01,1.200681069274317281e+02,1.274037291058652812e+02,1.214331426792563207e+02,1.158310735737693022e+02,2.011602678592332438e+02,1.139904003677972781e+02,1.234447057685585918e+02,1.217793805665099143e+02,1.306985065048220349e+02,1.060361564078245777e+02,1.029224511323364055e+02,1.033411989334197187e+02,1.081505270749256766e+02,1.186149227489401312e+02,1.558397313363936973e+02,1.333433088892975888e+02,1.080221997859615470e+02,9.923730335083304510e+01,1.075758433641631200e+02,1.214571393427082597e+02,1.328779795146546689e+02,1.416774303097765255e+02
8.263296407221176310e+01,1.826537166632809601e+02,1.020541694769221550e+02,9.862240062372924854e+01,1.528126316028815381e+02,1.347250583917114000e+02,1.274256066005462174e+02,0.000000000000000000e+00,9.775122330622323830e+01,9.323274944951441512e+01,9.843231376050452752e+01,1.092447658565387485e+02,9.109498305603291612e+01,8.801841924337931289e+01,1.000894087927909482e+02,1.262138095732443901e+02,1.429756021886949782e+02,2.690266894722485631e+02,1.296996079887670135e+02,1.505548858804202723e+02,1.125270308809265742e+02,1.016666666666376386e+02,1.307513832974643719e+02,7.977923094433197093e+01,1.400310641745621183e+02,9.567886302074825267e+01,1.218962295628607109e+02,1.142134534266672006e+02,1.640545275667696785e+02,1.278649672487998998e+02,1.516288883827427583e+02,9.784484160100471684e+01,9.601301568590298530e+01,1.269964431521281512e+02,1.284095405288129825e+02,9.953767334387980270e+01,1.228923106461958099e+02,1.250895344242033929e+02,1.008998998998695811e+02,1.210508810360380636e+02,2.329860662491848586e+02,9.313329444825620840e+01,7.826451509978596732e+01,9.061899471789378424e+01,1.423166378621973251e+02,1.407988784871234316e+02,1.145273978734098961e+02,1.036953620286645759e+02,1.391917940883265317e+02,8.497210682531540726e+01,1.131245406502441426e+02,1.280349964620920105e+02,9.029898682101523377e+01,1.280898497027349379e+02,1.201502134241526676e+02,9.196394455950395752e+01,8.836487155602397081e+01,1.153450437210658208e+02
9.364458462169422148e+01,1.696617593508622690e+02,1.040905862641428286e+02,1.117769963196045069e+02,1.535641393117052758e+02,1.303163397432763588e+02,1.129517261208315944e+02,9.775122330622323830e+01,0.000000000000000000e+00,9.460947739677429524e+01,1.170695605459231956e+02,1.142679519917520423e+02,1.112972477735881682e+02,1.048506001353907067e+02,1.102563749724742479e+02,1.306789277531683240e+02,1.349145646692784624e+02,2.621282767654080885e+02,1.264955211578032390e+02,1.490005180928496031e+02,1.039892401229801209e+02,9.612072587465490869e+01,1.133218816131158633e+02,9.600425263329790937e+01,1.442241257775603174e+02,1.004855268792127134e+02,1.200525721307962925e+02,1.256347469324255428e+02,1.632209643636820431e+02,1.281869094205270301e+02,1.529968906608411032e+02,1.074682177048672145e+02,1.100842355727811395e+02,1.232461481783661554e+02,1.223675579502323671e+02,1.004416840951267886e+02,1.121434180155131628e+02,1.291984470445330260e+02,9.991883826320733419e+01,1.179731515277482004e+02,2.193291898669054376e+02,9.725891339236284239e+01,1.024908670772141335e+02,9.579790495206276546e+01,1.360822710310583830e+02,1.407958175170636537e+02,1.173783896516325456e+02,9.579654813621803555e+01,1.263632046601837544e+02,9.914466029904006916e+01,1.308419023782697650e+02,1.281918873895293416e+02,9.288682178442255122e+01,1.215454409319980584e+02,1.159753231824789168e+02,1.035993604700042283e+02,1.051696182576202006e+02,1.414214919962799399e+02
8.789586025633947486e+01,1.684278275275853503e+02,1.006764725975882726e+02,1.016770207080608657e+02,1.582862391449310735e+02,1.288802593508700909e+02,1.044462450757915946e+02,9.323274944951441512e+01,9.460947739677429524e+01,0.000000000000000000e+00,1.043983396576654883e+02,1.070778321250188014e+02,8.791487068484043732e+01,1.002503754585711988e+02,1.073809479241931797e+02,1.367684481560621066e+02,1.470517702070602581e+02,2.564731576472345296e+02,1.331833461588957164e+02,1.400508515639299674e+02,1.035225228942415754e+02,1.077957820880299096e+02,1.103298447380912961e+02,9.187481861809034456e+01,1.350220843023726900e+02,9.525025474297713401e+01,1.069500345368729626e+02,1.152348319633753420e+02,1.635503721346481143e+02,1.323579750485792204e+02,1.451715178882136286e+02,1.145658451778904521e+02,1.032274553557449934e+02,1.339613731304950761e+02,1.197604089250479689e+02,9.688970093776804049e+01,1.220731819669620108e+02,1.311305945223524247e+02,1.024457928202063783e+02,1.181375684345314596e+02,2.255517289737265401e+02,9.023833199308624842e+01,9.881577376826054149e+01,9.280415726869529180e+01,1.527247508808501664e+02,1.400961021442416836e+02,1.025113428773177020e+02,9.672431449485834776e+01,1.316086552211153560e+02,8.443756234541980632e+01,1.126075749984714633e+02,1.359253904847310537e+02,8.897398585047224628e+01,1.216833667334410904e+02,1.199856176120193680e+02,9.755976168019964234e+01,9.369135552744340600e+01,1.163778686638481759e+02
